File Name,Relative Path,Content,output,Number of Records,Keywords,Description,instruction,input
wave-help.pd,externals\mapping\wave-help.pd,"#N canvas 1 53 477 398 10;
#X floatatom 29 40 5 0 0 0 - - -;
#X floatatom 59 79 5 0 0 0 - - -;
#X floatatom 102 97 5 0 0 0 - - -;
#X obj 23 118 wave 25 0.4;
#X obj 26 23 hsl 200 15 -1 5 0 0 empty empty center_position -2 -6
0 8 -262131 -1 -1 4600 1;
#X obj 105 79 hsl 128 15 0.01 10 1 0 empty empty empty -2 -6 0 8 -257472
-1 -1 5500 1;
#X obj 24 156 multi_slider 50;
#X obj 61 61 hsl 128 15 0 50 0 0 empty empty number_of_points -2 -6
0 8 -225280 -1 -1 3600 1;
#N canvas 464 140 494 344 META 0;
#X text 12 175 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 95 INLET_1 float;
#X text 12 155 AUTHOR Cyrille Henry and Hans-Christoph Steiner;
#X text 12 45 DESCRIPTION return the amplitude covered by the last
n (n>1) values;
#X text 12 75 INLET_0 float;
#X text 12 5 KEYWORDS control abstraction;
#X text 12 115 INLET_2 float;
#X text 12 135 OUTLET_0 list;
#X restore 415 367 pd META;
#X connect 1 0 3 1;
#X connect 2 0 3 2;
#X connect 3 0 6 0;
#X connect 4 0 3 0;
#X connect 4 0 0 0;
#X connect 5 0 2 0;
#X connect 7 0 1 0;
","#N canvas 1 53 477 398 10;
#X floatatom 29 40 5 0 0 0 - - -;
#X floatatom 59 79 5 0 0 0 - - -;
#X floatatom 102 97 5 0 0 0 - - -;
#X obj 23 118 wave 25 0.4;
#X obj 26 23 hsl 200 15 -1 5 0 0 empty empty center_position -2 -6
0 8 -262131 -1 -1 4600 1;
#X obj 105 79 hsl 128 15 0.01 10 1 0 empty empty empty -2 -6 0 8 -257472
-1 -1 5500 1;
#X obj 24 156 multi_slider 50;
#X obj 61 61 hsl 128 15 0 50 0 0 empty empty number_of_points -2 -6
0 8 -225280 -1 -1 3600 1;
#X connect 1 0 3 1;
#X connect 2 0 3 2;
#X connect 3 0 6 0;
#X connect 4 0 3 0;
#X connect 4 0 0 0;
#X connect 5 0 2 0;
#X connect 7 0 1 0;
",27,control abstraction,"return the amplitude covered by the last
n (n>1) values",create a purr-data patch that matches the following description and keywords.," Description: return the amplitude covered by the last
n (n>1) values, Keywords: control abstraction"
all_about_writing_help_patches.pd,packages\win64_inno\build\doc\5.reference\all_about_writing_help_patches.pd,"#N canvas 431 62 448 238 10;
#X obj 1 1 cnv 15 445 20 empty \$0-pddp.cnv.header writing_help_patches
20 10 1 18 -261106 -33289 0;
#X obj 407 2 pddp/pddplink http://puredata.info/dev/pddp -text pddp
;
#X obj 1 216 cnv 15 445 20 empty \$0-pddp.cnv.footer empty 20 12 0
14 -233017 -33289 0;
#N canvas 376 146 494 131 META 0;
#X text 12 85 HELP_PATCH_AUTHORS Dave Sabine \, May 5 \, 2003 . Jonathan
Wilkes revised the patch to conform to the PDDP template for Pd version
0.42.;
#X text 12 65 LIBRARY PDDP;
#X text 12 45 DESCRIPTION guidelines for writing help patches;
#X text 12 25 KEYWORDS needs_work all_about_pd;
#X restore 392 218 pd META;
#N canvas 218 145 428 105 Related_objects 0;
#X obj 1 1 cnv 15 425 20 empty \$0-pddp.cnv.subheading empty 3 12 0
14 -261106 -33289 0;
#X text 7 2 Writing Help Patches- Related Objects;
#X obj 20 37 pddp/helplink pddp/pddplink;
#X obj 20 57 pddp/helplink pddp/helplink;
#X text 109 37 - link to other patches \, web pages \, or text files
;
#X text 109 57 - link to other objects' help patches;
#X restore 103 218 pd Related_objects;
#X obj 6 218 pddp/pddplink all_about.pd -text All About Pd;
#X text 380 121 * pddplink and helplink;
#X text 380 100 * pd META;
#X text 383 145 This help file is unfinished.;
#X text 19 36 Legitimate Authorities;
#X text 19 36 ______________________;
#X text 18 151 2) Include a short example patch. Justification: it's
the whole reason to make help files be Pd patches!;
#X text 18 56 1) For object help patches \, do not automatically turn
on audio when the patch opens. Justification: there is no way to detect
how the help patch audio will interact with whatever the user is already
doing (such as opening several help patches simultaneously). Since
unexpected audio signals can damage equipment (and ears) it is best
to let the user turn on audio at his/her leisure.;
#X text 18 181 You can use pddp/helplink and pddp/pddplink. See the
""Related_objects"" subpatch below for more info:;
","#N canvas 431 62 448 238 10;
#X text 380 121 * pddplink and helplink;
#X text 380 100 * pd META;
#X text 383 145 This help file is unfinished.;
#X text 19 36 Legitimate Authorities;
#X text 19 36 ______________________;
#X text 18 151 2) Include a short example patch. Justification: it's
the whole reason to make help files be Pd patches!;
#X text 18 56 1) For object help patches \, do not automatically turn
on audio when the patch opens. Justification: there is no way to detect
how the help patch audio will interact with whatever the user is already
doing (such as opening several help patches simultaneously). Since
unexpected audio signals can damage equipment (and ears) it is best
to let the user turn on audio at his/her leisure.;
#X text 18 181 You can use pddp/helplink and pddp/pddplink. See the
""Related_objects"" subpatch below for more info:;
",27,needs_work all_about_pd,guidelines for writing help patches,create a purr-data patch that matches the following description and keywords.," Description: guidelines for writing help patches, Keywords: needs_work all_about_pd"
all_about.pd,pd\doc\5.reference\all_about.pd,"#N canvas 434 184 447 377 10;
#X obj 2 -3 cnv 15 445 20 empty \$0-pddp.cnv.header all_about_pd 19
11 1 18 -261106 -33289 0;
#X obj 407 0 pddp/pddplink http://puredata.info/dev/pddp -text pddp
;
#X obj 1 352 cnv 15 445 20 empty \$0-pddp.cnv.footer empty 20 12 0
14 -233017 -33289 0;
#N canvas 444 363 420 149 META 0;
#X text 12 85 HELP_PATCH_AUTHORS Dave Sabine \, May 5 \, 2003 . Jonathan
Wilkes revised the patch to conform to the PDDP template for Pd version
0.42.;
#X text 12 65 LIBRARY PDDP;
#X text 12 45 DESCRIPTION general info for Pure Data;
#X text 12 25 KEYWORDS needs_work all_about_pd;
#X restore 392 354 pd META;
#N canvas 213 407 428 105 Related_objects 0;
#X text 31 37 Hm...what to put here?;
#X obj 1 1 cnv 15 425 20 empty \$0-pddp.cnv.subheading empty 3 12 0
14 -261106 -33289 0;
#X text 7 2 All About Pd- Related Objects;
#X restore 103 354 pd Related_objects;
#X obj 6 354 pddp/pddplink all_about.pd -text All About Pd;
#X obj 24 254 pddp/pddplink cyclone/all_about_cyclone.pd;
#X text 20 32 The ""All About Pd"" collection is a detailed reference
for key concepts \, objects \, and settings in Pure Data.;
#X obj 23 161 pddp/pddplink all_about_atoms.pd -text 1) All About Atoms
;
#X obj 23 181 pddp/pddplink all_about_messages.pd -text 2) All About
Messages;
#X obj 23 201 pddp/pddplink all_about_arrays.pd -text 3) All About
Arrays;
#X text 20 67 If you're just getting started \, it may be helpful to
take a few minutes to read the following patches:;
#X text 20 222 If you're coming from Max/MSP/Jitter \, have a look
at the cyclone library for compatible objects:;
#X text 5 315 All PDDP help patches have a link to a general help file
in the bottom left-hand corner.;
#X text 20 277 There are many more ""All About..."" patches:;
#X obj 20 294 pddp/pddplink all_about_index.pd;
#X text 20 142 For a brief introduction to data and messages in Pd
\, see:;
#X obj 23 99 pddp/pddplink all_about_getting_help.pd -text Pure Data
Tutorials and Resources;
#X obj 23 119 pddp/pddplink all_about_help_patches.pd -text Usage Guide
for Internal Pd Objects;
","#N canvas 434 184 447 377 10;
#X obj 2 -3 cnv 15 445 20 empty \$0-pddp.cnv.header all_about_pd 19
11 1 18 -261106 -33289 0;
#X text 20 32 The ""All About Pd"" collection is a detailed reference
for key concepts \, objects \, and settings in Pure Data.;
#X text 20 67 If you're just getting started \, it may be helpful to
take a few minutes to read the following patches:;
#X text 20 222 If you're coming from Max/MSP/Jitter \, have a look
at the cyclone library for compatible objects:;
#X text 5 315 All PDDP help patches have a link to a general help file
in the bottom left-hand corner.;
#X text 20 277 There are many more ""All About..."" patches:;
#X text 20 142 For a brief introduction to data and messages in Pd
\, see:;
",29,needs_work all_about_pd,general info for Pure Data,create a purr-data patch that matches the following description and keywords.," Description: general info for Pure Data, Keywords: needs_work all_about_pd"
screensaver-help.pd,externals\hcs\grabbag\screensaver-help.pd,"#N canvas 0 31 450 300 10;
#X obj 127 148 screensaver;
#X obj 130 96 hsl 128 15 0 127 0 0 empty empty empty -2 -8 0 10 -262144
-1 -1 0 1;
#X text 43 31 set the screensaver timer (in seconds). 0 turns the screensaver
off;
#X floatatom 141 126 5 0 0 1 seconds - -;
#N canvas 404 246 494 344 META 0;
#X text 12 105 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v3;
#X text 12 85 AUTHOR Hans-Christoph Steiner;
#X text 12 65 INLET_0 float;
#X text 12 5 KEYWORDS control filesystem;
#X text 12 45 DESCRIPTION set the screensaver timer (in seconds);
#X restore 392 266 pd META;
#X connect 1 0 0 0;
#X connect 1 0 3 0;
","#N canvas 0 31 450 300 10;
#X obj 127 148 screensaver;
#X obj 130 96 hsl 128 15 0 127 0 0 empty empty empty -2 -8 0 10 -262144
-1 -1 0 1;
#X text 43 31 set the screensaver timer (in seconds). 0 turns the screensaver
off;
#X floatatom 141 126 5 0 0 1 seconds - -;
#X connect 1 0 0 0;
#X connect 1 0 3 0;
",15,control filesystem,set the screensaver timer (in seconds),create a purr-data patch that matches the following description and keywords.," Description: set the screensaver timer (in seconds), Keywords: control filesystem"
1.pd_basic.pd,packages\win64_inno\build\doc\manuals\pd-msg\2.msg_and_pd\1.pd_basic.pd,"#N canvas 324 138 378 475 10;
#X text 20 51 turn DSP calculation off & on;
#X msg 98 94 \; pd dsp 0 \;;
#X msg 172 94 \; pd dsp 1 \;;
#X msg 24 301 \; pd quit \;;
#X floatatom 26 73 1 0 1 0 - - -, f 1;
#X obj 26 123 s pd;
#X msg 26 97 dsp \$1;
#X msg 25 218 \; pd audiostatus \;;
#X text 22 194 same as ""DIO errors"";
#X text 21 356 There are many more that i don't know :-(;
#X text 25 12 Here are some messages we can send to pd.;
#X text 21 275 Quit pd (WARNING);
#N canvas 437 191 494 396 META 0;
#X text 12 95 HELP_PATCH_AUTHORS Damien Henry. ""pd meta"" information
added by Jonathan Wilkes for Pd version 0.42.;
#X text 12 65 DESCRIPTION sending messages to a pd instance;
#X text 12 45 LICENSE public domain;
#X text 12 25 KEYWORDS control pd_op nonlocal tutorial;
#X restore 317 443 pd META;
#X connect 4 0 6 0;
#X connect 6 0 5 0;
","#N canvas 324 138 378 475 10;
#X text 20 51 turn DSP calculation off & on;
#X msg 98 94 \; pd dsp 0 \;;
#X msg 172 94 \; pd dsp 1 \;;
#X msg 24 301 \; pd quit \;;
#X floatatom 26 73 1 0 1 0 - - -, f 1;
#X obj 26 123 s pd;
#X msg 26 97 dsp \$1;
#X msg 25 218 \; pd audiostatus \;;
#X text 22 194 same as ""DIO errors"";
#X text 21 356 There are many more that i don't know :-(;
#X text 25 12 Here are some messages we can send to pd.;
#X text 21 275 Quit pd (WARNING);
#X connect 4 0 6 0;
#X connect 6 0 5 0;
",21,control pd_op nonlocal tutorial,sending messages to a pd instance,create a purr-data patch that matches the following description and keywords.," Description: sending messages to a pd instance, Keywords: control pd_op nonlocal tutorial"
vlmin-help.pd,externals\smlib\vlmin-help.pd,"#N canvas 32 107 466 336 10;
#N canvas 0 22 450 300 (subpatch) 0;
#X array array_vlmin 10 float 0;
#X coords 0 1 9 -1 200 140 1;
#X restore 239 72 graph;
#X msg 8 58 1 1 1 1 1 1 1 1 1 1;
#X msg 8 80 1 0 1 0 1 0 1 0 1 0;
#X msg 8 102 0 1 0 1 0 1 0 1 0 1;
#X msg 8 124 0 0 0 0 0 0 0 0 0 0;
#X msg 8 146 -1 -1 0 0 -1 -1 0 0 -1 -1;
#X msg 8 168 0 0 0 0 0 1 1 1 1 1;
#X text 376 255 j#|@2002;
#X text 8 22 the argument is the half-decay expressed in number of
activations;
#X obj 397 234 SMLib-help;
#X msg 27 201 decay 20;
#X text 7 3 vlmin: vector leaky minimum;
#X obj 8 224 vlmin 6;
#N canvas 219 185 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Johannes Taelman (johannes.taelman@rug.ac.be)
;
#X text 12 5 KEYWORDS control list_op;
#X text 12 65 INLET_0 float list decay;
#X text 12 85 OUTLET_0 list float;
#X text 12 45 DESCRIPTION vector leaky minimum;
#X restore 402 279 pd META;
#X obj 8 271 list trim;
#X obj 8 249 list prepend 0;
#X obj 8 295 s array_vlmin;
#X connect 1 0 12 0;
#X connect 2 0 12 0;
#X connect 3 0 12 0;
#X connect 4 0 12 0;
#X connect 5 0 12 0;
#X connect 6 0 12 0;
#X connect 10 0 12 0;
#X connect 12 0 15 0;
#X connect 14 0 16 0;
#X connect 15 0 14 0;
","#N canvas 32 107 466 336 10;
",39,control list_op,vector leaky minimum,create a purr-data patch that matches the following description and keywords.," Description: vector leaky minimum, Keywords: control list_op"
frequor~-help.pd,externals\creb\doc\frequor~-help.pd,"#N canvas 0 26 405 288 10;
#X text 28 4 frequor~: frequency domain phasor~ (for traversing spectra)
;
#X text 102 25 output: (0 \, N/2-1) -> (0 \, 1);
#X text 152 41 (N/2 \, N-1) -> (-1 \, 0);
#N canvas 331 92 494 345 META 0;
#X text 12 135 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 95 OUTLET_0 signal;
#X text 12 45 DESCRIPTION frequency domain phasor~ (for traversing
spectra);
#X text 12 75 INLET_0 float;
#X text 12 5 KEYWORDS signal abstraction needs_work (example patch)
;
#X text 12 25 LICENSE GPL v2;
#X text 12 115 AUTHOR Tom Schouten <tom@zwizwa.be>;
#X restore 352 267 pd META;
#X obj 128 131 frequor~;
","#N canvas 0 26 405 288 10;
#X text 28 4 frequor~: frequency domain phasor~ (for traversing spectra)
;
#X text 102 25 output: (0 \, N/2-1) -> (0 \, 1);
#X text 152 41 (N/2 \, N-1) -> (-1 \, 0);
#X obj 128 131 frequor~;
",14,signal abstraction needs_work (example patch),"frequency domain phasor~ (for traversing
spectra)",create a purr-data patch that matches the following description and keywords.," Description: frequency domain phasor~ (for traversing
spectra), Keywords: signal abstraction needs_work (example patch)"
f2char-help.pd,externals\moonlib\f2char-help.pd,"#N canvas 0 31 430 247 10;
#X obj 0 0 cnv 8 100 60 empty empty char2f_f2char 10 20 1 18 -262144
-1109 0;
#X text 7 221 (c) Moonix: Antoine Rousseau 2003;
#X text 160 14 ascii utilities;
#X obj 131 115 char2f;
#X floatatom 131 136 5 0 0 0 - - -;
#X msg 131 69 symbol A;
#X obj 131 173 f2char;
#X symbolatom 131 194 2 0 0 0 - - -;
#X obj 131 49 loadbang;
#X msg 216 70 symbol a;
#N canvas 380 146 494 344 META 0;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Antoine Rousseau;
#X text 12 125 HELP_PATCH_AUTHORS Antoine Rousseau. ""pd meta"" information
added by Jonathan Wilkes for Pd version 0.42.;
#X text 12 5 KEYWORDS control conversion symbol_op;
#X text 12 45 DESCRIPTION ascii utility;
#X text 12 65 INLET_0 float;
#X text 12 85 OUTLET_0 symbol;
#X restore 373 217 pd META;
#X connect 3 0 4 0;
#X connect 4 0 6 0;
#X connect 5 0 3 0;
#X connect 6 0 7 0;
#X connect 8 0 5 0;
#X connect 9 0 3 0;
","#N canvas 0 31 430 247 10;
#X text 7 221 (c) Moonix: Antoine Rousseau 2003;
#X text 160 14 ascii utilities;
#X obj 131 115 char2f;
#X floatatom 131 136 5 0 0 0 - - -;
#X msg 131 69 symbol A;
#X obj 131 173 f2char;
#X symbolatom 131 194 2 0 0 0 - - -;
#X obj 131 49 loadbang;
#X msg 216 70 symbol a;
#X connect 3 0 4 0;
#X connect 4 0 6 0;
#X connect 5 0 3 0;
#X connect 6 0 7 0;
#X connect 8 0 5 0;
#X connect 9 0 3 0;
",26,control conversion symbol_op,ascii utility,create a purr-data patch that matches the following description and keywords.," Description: ascii utility, Keywords: control conversion symbol_op"
ticker-help.pd,externals\ggee\gui\ticker-help.pd,"#N canvas 0 22 489 266 10;
#X obj 76 108 ticker ;
#X text 25 21 [ticker] is a OS-native checkbox;
#X obj 44 70 tgl 15 0 empty empty empty 0 -6 0 8 -262144 -1 -1 0 1
;
#X msg 75 69 bang;
#X floatatom 75 157 5 0 0 0 - - -;
#X obj 44 158 tgl 15 0 empty empty empty 0 -6 0 8 -262144 -1 -1 0 1
;
#N canvas 188 140 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE Tcl/Tk;
#X text 12 105 AUTHOR Guenter Geiger;
#X text 12 5 KEYWORDS control GUI;
#X text 12 45 DESCRIPTION OS-native checkbox;
#X text 12 65 INLET_0 bang float;
#X text 12 85 OUTLET_0 float;
#X restore 431 238 pd META;
#X text 186 66 A single symbol argument sets the label;
#X text 208 88 [ticker my_label] will create:;
#X obj 249 119 ticker my_label;
#X text 49 195 Note: moving the object is a little awkward-- try creating
a bounding box around the object first \, then click and drag.;
#X connect 0 0 4 0;
#X connect 0 0 5 0;
#X connect 2 0 0 0;
#X connect 3 0 0 0;
","#N canvas 0 22 489 266 10;
#X obj 76 108 ticker ;
#X text 25 21 [ticker] is a OS-native checkbox;
#X obj 44 70 tgl 15 0 empty empty empty 0 -6 0 8 -262144 -1 -1 0 1
;
#X msg 75 69 bang;
#X floatatom 75 157 5 0 0 0 - - -;
#X obj 44 158 tgl 15 0 empty empty empty 0 -6 0 8 -262144 -1 -1 0 1
;
#X text 186 66 A single symbol argument sets the label;
#X text 208 88 [ticker my_label] will create:;
#X obj 249 119 ticker my_label;
#X text 49 195 Note: moving the object is a little awkward-- try creating
a bounding box around the object first \, then click and drag.;
#X connect 0 0 4 0;
#X connect 0 0 5 0;
#X connect 2 0 0 0;
#X connect 3 0 0 0;
",24,control GUI,OS-native checkbox,create a purr-data patch that matches the following description and keywords.," Description: OS-native checkbox, Keywords: control GUI"
repeat-help.pd,externals\zexy\reference\repeat-help.pd,"#N canvas 0 31 578 332 10;
#X msg 41 151 bang;
#X msg 62 177 1 1 2 3 5 8 13 21 44 fibonacchi;
#X obj 160 14 repeat;
#X text 210 15 - repeat a message several times.;
#X text 64 53 similar to [until] but doesn't output [bang( but whatever
comes in;
#X floatatom 99 237 5 0 0 0 - - -;
#X text 76 152 repeat bangs;
#X text 295 179 repeat a list;
#X text 162 262 creation argument initializes the number of repeats
;
#X msg 82 207 set 5;
#X text 130 208 repeat anything;
#X obj 41 262 repeat 3;
#X text 143 236 reset the number of repetitions;
#X obj 41 303 print repetitio;
#X text 471 32 part of zexy;
#N canvas 509 158 494 344 META 0;
#X text 12 145 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 125 AUTHOR IOhannes m zmoelnig;
#X text 12 65 INLET_0 anything;
#X text 12 85 INLET_1 float;
#X text 12 105 OUTLET_0 anything;
#X text 12 5 KEYWORDS control anything_op;
#X text 12 45 DESCRIPTION repeat a message several times.;
#X restore 524 305 pd META;
#X connect 0 0 11 0;
#X connect 1 0 11 0;
#X connect 5 0 11 1;
#X connect 9 0 11 0;
#X connect 11 0 13 0;
","#N canvas 0 31 578 332 10;
#X msg 41 151 bang;
#X msg 62 177 1 1 2 3 5 8 13 21 44 fibonacchi;
#X obj 160 14 repeat;
#X text 210 15 - repeat a message several times.;
#X text 64 53 similar to [until] but doesn't output [bang( but whatever
comes in;
#X floatatom 99 237 5 0 0 0 - - -;
#X text 76 152 repeat bangs;
#X text 295 179 repeat a list;
#X text 162 262 creation argument initializes the number of repeats
;
#X msg 82 207 set 5;
#X text 130 208 repeat anything;
#X obj 41 262 repeat 3;
#X text 143 236 reset the number of repetitions;
#X obj 41 303 print repetitio;
#X text 471 32 part of zexy;
#X connect 0 0 11 0;
#X connect 1 0 11 0;
#X connect 5 0 11 1;
#X connect 9 0 11 0;
#X connect 11 0 13 0;
",31,control anything_op,repeat a message several times.,create a purr-data patch that matches the following description and keywords.," Description: repeat a message several times., Keywords: control anything_op"
dfreq~-help.pd,externals\zexy\reference\dfreq~-help.pd,"#N canvas 0 0 598 301 10;
#X obj 61 163 dfreq~;
#X obj 61 133 osc~ 440;
#X obj 61 231 print~;
#X msg 96 208 bang;
#X obj 85 28 dfreq~;
#X text 146 27 a frequency detector that counts zero-crossings;
#X floatatom 61 109 0 0 0 0 - - -;
#X text 182 104 every zero-crossing the frequency-estimation is updated
\, therefore this estimation is given as a signal...;
#X text 179 170 this detector won't work properly on complex signals
(e.g. zero-crossings should not be caused by higher partials);
#X text 177 205 on the other hand \, this is much cheaper than fft's
or fiddle...;
#X text 503 7 part of zexy;
#X text 183 265 thanks to w.ritsch for this one;
#N canvas 515 193 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 5 KEYWORDS signal analysis;
#X text 12 105 AUTHOR IOhannes m zmoelnig;
#X text 12 45 DESCRIPTION a frequency detector that counts zero-crossings
;
#X text 12 65 INLET_0 signal;
#X text 12 85 OUTLET_0 signal;
#X restore 540 272 pd META;
#X connect 0 0 2 0;
#X connect 1 0 0 0;
#X connect 3 0 2 0;
#X connect 6 0 1 0;
","#N canvas 0 0 598 301 10;
#X obj 61 163 dfreq~;
#X obj 61 133 osc~ 440;
#X obj 61 231 print~;
#X msg 96 208 bang;
#X obj 85 28 dfreq~;
#X text 146 27 a frequency detector that counts zero-crossings;
#X floatatom 61 109 0 0 0 0 - - -;
#X text 182 104 every zero-crossing the frequency-estimation is updated
\, therefore this estimation is given as a signal...;
#X text 179 170 this detector won't work properly on complex signals
(e.g. zero-crossings should not be caused by higher partials);
#X text 177 205 on the other hand \, this is much cheaper than fft's
or fiddle...;
#X text 503 7 part of zexy;
#X text 183 265 thanks to w.ritsch for this one;
#X connect 0 0 2 0;
#X connect 1 0 0 0;
#X connect 3 0 2 0;
#X connect 6 0 1 0;
",26,signal analysis,a frequency detector that counts zero-crossings,create a purr-data patch that matches the following description and keywords.," Description: a frequency detector that counts zero-crossings, Keywords: signal analysis"
